S.N.,Product Code,Products
1896,33029000,Mixtures of odoriferous substance and mixtures
1897,33030000,Perfumes and toilet waters
1898,33041000,Lip make up preparations
1899,33042000,Eye makeup preparations
1900,33043000,Manicure or pedicure preparations
1901,33049100,Powder and like preparations
1902,33049900,Cream and like preparations
1903,33051000,Shampoos
1904,33052000,Preparation for permanent waving or straightening
1905,33053000,Hair lacquers
1906,33059000,Preparation for use on the hair
1907,33061000,Dentifrices (toothpaste)
1908,33062000,Yarn used to clean between the teeth
1909,33069000,Preparation for oral or dental hygiene
1910,33071000,Shaving preparation
1911,33072000,Personal deodorants
1912,33073000,Perfumed bath salts and other bath preparations
1913,33074100,Incense sticks
1914,33074900,Preparation for perfuming or deodorizing rooms
1915,33079000,Other pre-shave and other cosmetics
1916,34011100,Toilet soap
1917,34011900,Soaps
1918,34011910,Laundry soap
1919,34011920,Industrial soap
1920,34011990,Soap
1921,34012000,Soaps in other forms
1922,34013000,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap"
1923,34021100,Anionic
1924,34021200,Cationic
1925,34021300,Non- ionic
1926,34021900,Organic surface active agent
1927,34022000,Organic surface active agent preparation put up in retail sale
1928,34029000,Washing preparations and cleaning preparations
1929,34029010,Linear Alkyl Benzene sulphonic acids
1930,34029090,Washing preparations and cleaning preparations
1931,34031100,"Lubricating preparations containing petroleum oils or oils obtained from bitumen minerals preparation for the treatment of textile materials, furskins or other materials"
1932,34031900,Lubricating preparation containing petroleum oils or oils obtained from bituminous minerals
1933,34039100,"Preparation for the treatmeant of textiles materials, leather,furskins or other materials"
1934,34039900,Lubricating preparation
1935,34042000,Artificial waxes and prepared waxes of polyethylene glycol
1936,34049000,Artificial waxes and prepared waxes
1937,34051000,"Polishes, creams for footwear and leather"
1938,34052000,"Polishes, creams and similar preparation for maintenance of wooden furniture, floors or other wood works"
1939,34053000,"Polishes, cream for coach work, other than metal polishes"
1940,34054000,Scouring paste and powder or other scouring preparations
1941,34059000,Polishes and cream
1942,34060000,"Candles, tapers"
1943,34070000,Modelling pastes
1944,35011000,Casein
1945,35019000,Casein Glues
1946,35021100,"Dried ,egg albumin"
1947,35021900,Egg albumin
1948,35022000,"Photographic film in rolls, of a width not exceeding 35 mm and of a length  not exceeding 30 m"
1949,35029000,Albumins
1950,35030000,Gelatin sheets
1951,35040000,Peptones and their derivatives
1952,35051000,Daxtrins and other modified starches
1953,35052000,Glues based on starches
1954,35061000,"Products suitable for use as glues or adhesive, not exceeding a net weight of 1 kg"
1955,35069100,Adhesives based on rubber or plastics
1956,35069900,Prepared glues and prepared adhesives
1957,35071000,Rennet and concentrate thereof
1958,35079000,Enzymes
1959,36010000,Propellent powders
1960,36020000,Prepared explosives
1961,36030000,"Safety fuses, detonating fuses, percussion or detonating caps, igniters, electric detonators"
1962,36041000,Fireworks
1963,36049000,Pyrotechnic articles
1964,36050000,Matches
1965,36061000,Luquid or liquified gas fuels
1966,36069000,Ferro-cerium and other pyrophoric alloys in all forms
1967,37011000,"Photographic plates and films in the flat for x-ray, sensitised, unexposed of paperboard or textiles"
1968,37012000,"Instant print film in the flat, sensitised, unexposed of paperboard or textiles"
1969,37013000,Printing sensitive plate
1970,37019100,"Photographic plates and films in the flat for colour photography, sensitised, unexposed of paperboard or textiles"
1971,37019900,Photographic plates and films
1972,37021000,"Photographic film in rolls for x-ray, sensitised, unexposed of material other than paper"
1973,37022000,"Instant print film in rolls, sensitised, unexposed of material other than paper"
1974,37023100,"Photographic films in rolls,sensitised unexposed for colour photography"
1975,37023200,"Photographic film in rolls other, with silver halide emulsion"
1976,37023900,"Photographic films in roll,sesitised, unexposed without perforation, of a width not exceeding 105mm"
1977,37024100,Film for colour photogrphy of a width exceeding 610mm and of a length exceeding 200m
1978,37024200,"Photographic film in rolls of a width exceeding 610 mm and of a length exceeding 200 m, other than for colour photography"
1979,37024300,Film for colour photogrphy of a width exceeding 610mm and of a length not exceeding 200m
1980,37024400,Film sensitised unexposed without perforations of a width exceeding 105 mm but not exceeding 610 mm
1981,37025100,Photographic film in rolls of a width not exceeding 16 mm and of a length    not exceeding 14 m
1982,37025200,Film for colour photography of a width not exceeding 16mm and of a length exceeding 14m
1983,37025300,"Film for color photography of a width exceeding 16mm but not exceeding 35mm and of a length not exceeding 30m, for slides"
1984,37025400,Film for colour photography of a width exceeding 16mm but not exceeding 35mm and of a length not exceeding 30m
1985,37025500,Film for colour photography of a width exceeding 16mm but not exceeding 35mm and of a length exceeding 30m
1986,37025600,"Film for colour photography, of a width exceeding 35 mm."
1987,37029100,"Photographic films in rolls, sensitised , unexposed of a width not exceeding than 16mm and of a length not exceeding 14m"
1988,37029300,Photographic film in rolls of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m
1989,37029400,"Photographic film in rolls, sensitised,unexposed of a width exceeding 16mm but not exceeding 35mm and length exceeding 30m"
1990,37029500,"Photographic films in rolls, sensitised, unexposed of a width exceeding 35 mm"
1991,37029600,"Photographic film in rolls, sensitised, unexposed, of any material other  than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed Of a width not exceeding 35 mm and of a length not exceeding 30 m"
1992,37029700,"Photographic film in rolls,of a width not exceeding 35 mm and of a length exceeding 30 m"
1993,37029800,"Photographic film in rolls, sensitised, unexposed, of any material other  than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed Of a width not exceeding 35 mm and of a length exceeding 35 m"
1994,37031000,"Photographic paper, paperboard sensitised, unexposed in rolls of a width exceeding 610mm"
1995,37032000,"Photographic paper for colour photography sensitised, unexposed"
1996,37039000,Photographic paper paperboard and textiles sensitised on exposed
1997,37040000,"Photographic plates, film, paper exposed but not developed"
1998,37051000,Photographic plate and film exposed and developed for offset reproduction
1999,37052000,Microfilms exposed and developed
2000,37059000,"Photographic plates and films, exposed and developed"
2001,37061000,"Cinematograph film of a width of 35mm or more exposed and developed, whether or not incorporating sound track or consisting only sound track."
2002,37069000,Cinematograph film
2003,37071000,Sensitising emulsions for photographic uses
2004,37079000,Chemical preparation for photographic uses
2005,38011000,Artificial graphite
2006,38012000,Colloidal or semi-colloidal graphite
2007,38013000,Carbonaceous pastes for electrodes and similar  pastes for furnace linings
2008,38019000,"Graphite or other carbon in  the form of pastes, blocks, plates or  other semi-manufactures"
2009,38021000,Activated carbon
2010,38029000,Activated natural mineral products
2011,38030000,Tall oil
2012,38040000,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated"
2013,38051000,"Gum, wood or sulphate turpentine oils"
2014,38052000,Pine oil
2015,38059000,"Crude tipentene, sulphite turpentine and other crude paracymene"
2016,38061000,Rosin and resin acid
2017,38062000,"Salts of rosin, of resin acids"
2018,38063000,Easters gums
2019,38069000,Gums
2020,38070000,"Wood tar, wood tar oil"
2021,38081010,Malathion formulation B.H.P.
2022,38081020,"Antimosquito coils, mat"
2023,38081090,Insecticides
2024,38082000,Fungicides
2025,38083000,"Herbicides, anti-sprouting products and plant growth regulators"
2026,38084000,Disinfectants
2027,38085000,Rodenticides
2028,38086900,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plantgrowth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles"
2029,38089000,Rodenticidies
2030,38089110,Anti-mosquito products
2031,38089190,Insecticides
2032,38089200,Fungicides
2033,38089300,"Herbicides, antisprouting products"
2034,38089310,"Herbicides, antisprouting products"
2035,38089390,Antisprouting Products & Plant Growth Regulator
2036,38089400,Disinfectants
2037,38089900,Anti-sprouting products and plant-growth regulators
2038,38091000,Finishing agents with a basis of amylaceous substance
2039,38099100,Finishing agents used in textile or like industries
2040,38099200,Finishing agent of a kind used in the paper or like industries
2041,38099300,Finishing agent of a kind used in the leather or like industries
2042,38099900,Finishing agent
2043,38101000,"Pickling preparation for metal surfaces: soldering, brazing or welding powders and pastes"
2044,38109000,Preparation of a kind used as cores or coating for welding electrodes or rod
2045,38111100,Anti knock preparations based on lead compound
2046,38111900,Anti-knock preparations
2047,38112100,Additives for lubricant oils containing petroleum oils or oils obtained from bituminous minerals
2048,38112900,Additive for lubricant oils
2049,38119000,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils"
2050,38121000,Prepared rubber accelerators
2051,38121090,Prepared rubber accelerators
2052,38121099,Prepared rubber accelerators
2053,38122000,Compound plasticisers for rubber or plastics
2054,38123000,Anti oxidising preparations and other compound stabilisers for rubber or plastics
2055,38123100,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)"
2056,38123900,"Prepared rubber accelerators; compound plasticisers for rubber or plastics, not elsewhere specified or included;  antioxidising preparations and other compound stabilisers for rubber or plastics"
2057,38130000,Preparations and charges for fire-extinguishers
2058,38140000,"Organic composite solvents and thinners, prepared paint or varnish removers"
2059,38151100,Catalysts with nickel or nickel compounds as the active substance
2060,38151200,Supported catalysts with precious metal or precious metal compounds as the active substance
2061,38151900,Supported catalyst
2062,38159000,Reaction initiators
2063,38160000,"Refractory cements, mortors, concretes and similar compositions"
2064,38170000,Mixed alkylbenzenes and mixed alkylnaphthalenes
2065,38171000,Mixed alkylbenzenes
2066,38172000,Mixed alkylnaphthalenes
2067,38180000,Chemical elements doped for use in eleectronics
2068,38190000,Hydraulic brake fluids and other prepared liquids for hydraulic transmission
2069,38200000,"Anti-freezing preparations, prepared de-icing fluids"
2070,38210000,Prepared culture media for development of micro-organisms
2071,38220000,Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing
2072,38231100,Stearic acid
2073,38231200,Oleic acid
2074,38231300,Tall oil fatty acid
2075,38231900,Industrial monocarboxylic fatty acid
2076,38232000,Naphthenic acid
2077,38237000,Industrial fatty alcohols
2078,38241000,Prepared binder for foundary moulds or cores
2079,38242000,"Napathenic acids, their water-insoluble salts and their esters"
2080,38243000,Non-agglomerated metal carbides mixed together or with metallic binders
2081,38244000,"Prepared additive for cement, mortars or concretes"
2082,38245000,Non-refractory mortars and concretes
2083,38246000,Sorbitol
2084,38247100,Acyclic hydrocarbons perhalogenated only with fluorine and chlorine
2085,38247200,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes"
2086,38247300,"Mixtures containing  halogenated derivatives of  methane, ethane or propane Containing hydrobromofluorocaborns"
2087,38247400,"Mixtures containing halogenated derivatives of methane,  ethane or propane Containing chlorofluorocarbons (CFCs), whethr or not  containing hydrochlorofluorocarbons ( HDFCs),  perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs"
2088,38247500,Mixture containing carbon tetrachloride
2089,38247600,"Mixtures containing halogenated derivatives of  methane, ethane or propane, Containing 1,1,1-trichloroethane (methyl chloroform)"
2090,38247700,Mixtures containing perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens
2091,38247800,"Mixtures containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs)"
2092,38247900,Mixture containing prehalogenated derivatives or acyclic hydroharbon containing two or more different halogens
2093,38248100,Ethylene oxide
2094,38248200,"polychlorinated biphenyls (PCBs),  Polychlorinated terphenyls (PCTs) or polybrominated  biphenyls (PBBs"
2095,38248300,"Mixtures and preparations containing tris (2,3-dibromopropyl) phosphate"
2096,38248400,"Containing aldrin (ISO), camphechlor (ISO) (toxaphene), chlordane (ISO), chlordecone (ISO), DDT (ISO) (clofenotane (INN), 1,1,1- trichloro- 2,2-bis(p-chlorophenyl)ethane), dieldrin (ISO, INN), endosulfan (ISO), endrin (ISO), heptachlor (ISO) or mirex (ISO"
2097,38248500,"Containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)"
2098,38248700,"Containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride"
